UTC Time (Format YYYY-MM-DDTHH:MM:SS.sss),Decimal Latitude,Decimal Longitude,Altitude above Start Point
2023-09-13T11:18:05.800,50.90922,6.226274,,34.58
2023-09-13T11:18:06.800,50.90933,6.226281,,34.69
2023-09-13T11:18:07.800,50.90944,6.226287,,34.82
2023-09-13T11:18:08.800,50.90955,6.226294,,34.95
2023-09-13T11:18:09.800,50.90967,6.226302,,34.95
2023-09-13T11:18:10.800,50.90978,6.226307,,35.22
2023-09-13T11:18:11.800,50.90989,6.226313,,35.53
2023-09-13T11:18:12.800,50.91001,6.22632,,35.8
2023-09-13T11:18:13.800,50.91012,6.226327,,35.83
2023-09-13T11:18:14.800,50.91023,6.226335,,35.72
2023-09-13T11:18:15.800,50.91034,6.226342,,35.77
2023-09-13T11:18:16.800,50.91045,6.226351,,35.37
2023-09-13T11:18:17.800,50.91057,6.22636,,34.36
2023-09-13T11:18:18.800,50.91068,6.226369,,34.06
2023-09-13T11:18:19.800,50.91079,6.226374,,34.04
2023-09-13T11:18:20.800,50.9109,6.22638,,34.2
2023-09-13T11:18:21.800,50.91102,6.226386,,34.75
2023-09-13T11:18:22.800,50.91113,6.226394,,35.02
2023-09-13T11:18:23.800,50.91124,6.226402,,34.98
2023-09-13T11:18:24.800,50.91136,6.226409,,35.05
2023-09-13T11:18:25.800,50.91147,6.226416,,35.16
2023-09-13T11:18:26.800,50.91158,6.226423,,35.16
2023-09-13T11:18:27.800,50.91169,6.226429,,35.09
2023-09-13T11:18:28.800,50.9118,6.226438,,34.85
2023-09-13T11:18:29.800,50.91192,6.226445,,34.92
2023-09-13T11:18:30.800,50.91203,6.226452,,34.99
2023-09-13T11:18:32.000,50.91214,6.226456,,35.57
2023-09-13T11:18:32.800,50.91225,6.226461,,36.21
2023-09-13T11:18:34.000,50.91235,6.226468,,36.36
2023-09-13T11:18:34.800,50.91244,6.226475,,35.3
2023-09-13T11:18:35.800,50.9125,6.226481,,34.75
2023-09-13T11:18:37.000,50.91254,6.226484,,34.6
2023-09-13T11:18:38.000,50.91256,6.226487,,34.75
2023-09-13T11:18:39.000,50.91256,6.226486,,34.87
2023-09-13T11:18:40.000,50.91256,6.226487,,35.0
2023-09-13T11:18:41.000,50.91256,6.226488,,35.09
2023-09-13T11:18:42.000,50.91255,6.226487,,35.03
2023-09-13T11:18:43.000,50.91253,6.226486,,34.66
2023-09-13T11:18:44.000,50.91249,6.226482,,34.45
2023-09-13T11:18:45.000,50.91241,6.226474,,34.53
2023-09-13T11:18:46.000,50.91233,6.226469,,34.48
2023-09-13T11:18:47.000,50.91222,6.226463,,34.51
2023-09-13T11:18:48.000,50.91211,6.226459,,34.61
2023-09-13T11:18:49.000,50.912,6.226455,,34.91
2023-09-13T11:18:50.000,50.91189,6.226447,,34.91
2023-09-13T11:18:51.000,50.91178,6.226438,,34.88
2023-09-13T11:18:52.000,50.91166,6.226429,,35.1
2023-09-13T11:18:53.000,50.91155,6.226421,,35.14
2023-09-13T11:18:54.000,50.91144,6.226413,,35.25
2023-09-13T11:18:55.000,50.91133,6.226406,,35.41
2023-09-13T11:18:56.000,50.91122,6.226399,,35.63
2023-09-13T11:18:57.000,50.9111,6.226391,,35.61
2023-09-13T11:18:58.000,50.91099,6.226384,,35.05
2023-09-13T11:18:59.000,50.91087,6.226378,,35.02
2023-09-13T11:19:00.000,50.91077,6.226371,,35.02
2023-09-13T11:19:01.000,50.91065,6.226362,,34.96
2023-09-13T11:19:02.000,50.91054,6.226354,,34.68
2023-09-13T11:19:03.000,50.91043,6.226348,,34.53
2023-09-13T11:19:04.000,50.91032,6.226341,,34.68
2023-09-13T11:19:05.000,50.91021,6.226335,,34.56
2023-09-13T11:19:06.000,50.91009,6.226328,,34.79
2023-09-13T11:19:07.000,50.90998,6.226322,,34.85
2023-09-13T11:19:08.000,50.90987,6.226313,,34.99
2023-09-13T11:19:09.000,50.90975,6.226305,,35.0
2023-09-13T11:19:10.000,50.90964,6.226298,,35.25
2023-09-13T11:19:11.000,50.90953,6.226291,,34.99
2023-09-13T11:19:12.000,50.90942,6.226283,,35.09
2023-09-13T11:19:13.000,50.90931,6.226274,,35.26
2023-09-13T11:19:14.000,50.90919,6.226265,,35.49
2023-09-13T11:19:15.000,50.90908,6.226259,,35.55
2023-09-13T11:19:16.000,50.90897,6.226254,,35.42
2023-09-13T11:19:17.000,50.90886,6.226248,,34.85
2023-09-13T11:19:18.000,50.90874,6.226241,,34.83
2023-09-13T11:19:19.000,50.90863,6.226233,,34.89
2023-09-13T11:19:20.000,50.90852,6.226225,,34.6
2023-09-13T11:19:21.000,50.90841,6.226218,,34.51
2023-09-13T11:19:22.000,50.90829,6.226212,,34.93
2023-09-13T11:19:23.000,50.90818,6.226205,,34.64
2023-09-13T11:19:24.000,50.90807,6.226197,,35.0
2023-09-13T11:19:25.000,50.90796,6.22619,,35.57
2023-09-13T11:19:26.000,50.90784,6.226181,,34.77
2023-09-13T11:19:27.000,50.90773,6.226174,,35.03
2023-09-13T11:19:28.000,50.90762,6.226166,,34.72
2023-09-13T11:19:29.000,50.90751,6.226159,,34.99
2023-09-13T11:19:30.000,50.90739,6.226151,,35.22
2023-09-13T11:19:31.000,50.90728,6.226144,,35.23
2023-09-13T11:19:32.000,50.90717,6.226137,,35.38
2023-09-13T11:19:33.000,50.90707,6.22613,,35.42
2023-09-13T11:19:34.000,50.90699,6.226122,,35.37
2023-09-13T11:19:35.000,50.90693,6.226118,,34.84
2023-09-13T11:19:36.000,50.90689,6.226119,,34.68
2023-09-13T11:19:37.000,50.90688,6.22612,,34.45
2023-09-13T11:19:38.000,50.90687,6.226119,,34.37
2023-09-13T11:19:39.000,50.90687,6.22612,,34.68
2023-09-13T11:19:40.000,50.90688,6.22612,,34.97
2023-09-13T11:19:41.000,50.90689,6.226117,,34.88
2023-09-13T11:19:42.000,50.90693,6.226127,,34.74
2023-09-13T11:19:43.000,50.90698,6.226138,,34.85
2023-09-13T11:19:44.000,50.90705,6.226141,,34.83
2023-09-13T11:19:45.000,50.90715,6.226145,,35.19
2023-09-13T11:19:46.000,50.90725,6.22615,,35.26
2023-09-13T11:19:47.000,50.90737,6.226159,,34.76
2023-09-13T11:19:48.000,50.90748,6.226166,,34.52
2023-09-13T11:19:49.000,50.90759,6.22617,,34.76
2023-09-13T11:19:50.000,50.9077,6.226174,,34.87
2023-09-13T11:19:51.000,50.90781,6.226182,,34.74
2023-09-13T11:19:52.000,50.90792,6.226189,,34.97
2023-09-13T11:19:53.000,50.90803,6.226195,,35.07
2023-09-13T11:19:54.000,50.90815,6.226203,,35.21
2023-09-13T11:19:55.000,50.90826,6.226209,,35.34
2023-09-13T11:19:56.000,50.90837,6.226216,,35.39
2023-09-13T11:19:57.000,50.90848,6.226222,,35.79
2023-09-13T11:19:58.000,50.90859,6.226227,,36.27
2023-09-13T11:19:59.000,50.9087,6.226237,,35.54
2023-09-13T11:20:00.000,50.90882,6.226246,,35.08
2023-09-13T11:20:01.000,50.90893,6.226253,,35.18
2023-09-13T11:20:02.000,50.90904,6.226258,,34.89
2023-09-13T11:20:03.000,50.90916,6.226268,,34.62
2023-09-13T11:20:04.000,50.90927,6.226278,,34.43
2023-09-13T11:20:05.000,50.90938,6.226285,,34.43
2023-09-13T11:20:06.000,50.90949,6.226291,,34.47
2023-09-13T11:20:07.000,50.90961,6.226295,,35.0
2023-09-13T11:20:08.000,50.90972,6.226301,,35.24
2023-09-13T11:20:09.000,50.90983,6.226309,,35.18
2023-09-13T11:20:10.000,50.90994,6.226319,,35.01
2023-09-13T11:20:11.000,50.91005,6.226327,,34.75
2023-09-13T11:20:12.000,50.91017,6.226333,,34.92
2023-09-13T11:20:13.000,50.91028,6.226337,,35.44
2023-09-13T11:20:14.000,50.91039,6.226344,,35.46
2023-09-13T11:20:15.000,50.9105,6.226354,,35.28
2023-09-13T11:20:16.000,50.91061,6.226361,,35.24
2023-09-13T11:20:17.000,50.91072,6.226367,,35.34
2023-09-13T11:20:18.000,50.91084,6.226372,,35.67
2023-09-13T11:20:19.000,50.91095,6.226381,,35.36
2023-09-13T11:20:20.000,50.91106,6.226391,,34.58
2023-09-13T11:20:21.000,50.91118,6.226399,,34.45
2023-09-13T11:20:22.000,50.91129,6.226404,,34.59
2023-09-13T11:20:23.000,50.9114,6.226411,,34.76
2023-09-13T11:20:24.000,50.91152,6.226417,,34.99
2023-09-13T11:20:25.000,50.91162,6.226425,,35.07
2023-09-13T11:20:26.000,50.91174,6.226431,,35.32
2023-09-13T11:20:27.000,50.91185,6.226438,,35.52
2023-09-13T11:20:28.000,50.91196,6.226445,,35.62
2023-09-13T11:20:29.000,50.91208,6.226455,,35.08
2023-09-13T11:20:30.000,50.91219,6.226466,,34.21
2023-09-13T11:20:31.000,50.9123,6.226474,,34.01
2023-09-13T11:20:32.000,50.9124,6.226475,,34.4
2023-09-13T11:20:33.000,50.91247,6.226476,,34.75
2023-09-13T11:20:34.000,50.91252,6.22648,,35.03
2023-09-13T11:20:35.000,50.91255,6.226481,,35.4
2023-09-13T11:20:36.000,50.91256,6.226483,,35.53
2023-09-13T11:20:37.000,50.91256,6.226485,,35.41
2023-09-13T11:20:38.000,50.91256,6.226486,,35.79
2023-09-13T11:20:39.000,50.91256,6.226485,,35.63
2023-09-13T11:20:40.000,50.91255,6.226489,,35.4
2023-09-13T11:20:41.000,50.91253,6.226496,,34.89
2023-09-13T11:20:42.000,50.91249,6.226508,,34.6
2023-09-13T11:20:43.000,50.91243,6.226524,,34.33
2023-09-13T11:20:44.000,50.91234,6.226547,,34.13
2023-09-13T11:20:45.000,50.91224,6.226576,,34.19
2023-09-13T11:20:46.000,50.91213,6.226607,,34.54
2023-09-13T11:20:47.000,50.91202,6.226636,,34.94
2023-09-13T11:20:48.000,50.91191,6.226667,,35.13
2023-09-13T11:20:49.000,50.9118,6.226699,,35.15
2023-09-13T11:20:50.000,50.91169,6.22673,,35.03
2023-09-13T11:20:51.200,50.91158,6.226759,,35.17
2023-09-13T11:20:52.000,50.91146,6.226787,,35.44
2023-09-13T11:20:53.200,50.91136,6.226818,,35.51
2023-09-13T11:20:54.200,50.91124,6.226852,,35.11
2023-09-13T11:20:55.200,50.91113,6.226884,,35.15
2023-09-13T11:20:56.200,50.91102,6.226914,,35.2
2023-09-13T11:20:57.200,50.91091,6.226945,,34.76
2023-09-13T11:20:58.200,50.9108,6.226975,,34.92
2023-09-13T11:20:59.000,50.91069,6.227005,,34.66
2023-09-13T11:21:00.200,50.91058,6.227037,,34.59
2023-09-13T11:21:01.200,50.91047,6.227068,,34.84
2023-09-13T11:21:02.200,50.91036,6.227098,,34.82
2023-09-13T11:21:03.200,50.91025,6.227129,,34.83
2023-09-13T11:21:04.200,50.91014,6.227161,,34.79
2023-09-13T11:21:05.200,50.91003,6.227192,,34.92
2023-09-13T11:21:06.200,50.90992,6.227221,,35.16
2023-09-13T11:21:07.200,50.90981,6.227251,,35.0
2023-09-13T11:21:08.200,50.90969,6.227281,,35.39
2023-09-13T11:21:09.200,50.90959,6.22731,,35.46
2023-09-13T11:21:10.200,50.90949,6.227335,,35.31
2023-09-13T11:21:11.200,50.90942,6.227356,,34.95
2023-09-13T11:21:12.200,50.90937,6.227374,,34.67
2023-09-13T11:21:13.200,50.90934,6.227384,,34.9
2023-09-13T11:21:14.200,50.90933,6.227387,,34.8
2023-09-13T11:21:15.200,50.90933,6.227386,,34.77
2023-09-13T11:21:16.200,50.90933,6.227384,,34.84
2023-09-13T11:21:17.200,50.90934,6.227381,,34.74
2023-09-13T11:21:18.200,50.90934,6.22738,,34.72
2023-09-13T11:21:19.200,50.90933,6.22738,,34.39
2023-09-13T11:21:20.200,50.90933,6.227381,,32.93
2023-09-13T11:21:21.200,50.90933,6.22738,,31.53
2023-09-13T11:21:22.200,50.90932,6.227375,,29.5
2023-09-13T11:21:23.200,50.9093,6.227365,,28.7
2023-09-13T11:21:24.200,50.90932,6.227377,,26.85
2023-09-13T11:21:25.200,50.90933,6.227386,,25.52
2023-09-13T11:21:26.200,50.90934,6.227385,,23.78
2023-09-13T11:21:27.200,50.90934,6.227384,,22.11
2023-09-13T11:21:28.200,50.90934,6.227383,,20.63
2023-09-13T11:21:29.200,50.90933,6.227382,,19.28
2023-09-13T11:21:30.200,50.90933,6.22738,,17.93
2023-09-13T11:21:31.200,50.90933,6.227381,,16.44
2023-09-13T11:21:32.200,50.90933,6.227381,,15.02
2023-09-13T11:21:33.200,50.90934,6.227382,,13.62
2023-09-13T11:21:34.200,50.90934,6.227381,,11.78
2023-09-13T11:21:35.200,50.90933,6.227381,,10.71
2023-09-13T11:21:36.200,50.90933,6.227382,,10.15
2023-09-13T11:21:37.200,50.90933,6.227382,,9.53
2023-09-13T11:21:38.200,50.90933,6.227383,,9.05
2023-09-13T11:21:39.200,50.90933,6.227383,,8.61
2023-09-13T11:21:40.200,50.90933,6.227383,,8.09
2023-09-13T11:21:41.200,50.90934,6.227382,,7.61
2023-09-13T11:21:42.200,50.90934,6.227384,,7.04
2023-09-13T11:21:43.200,50.90933,6.227383,,6.57
2023-09-13T11:21:44.200,50.90933,6.227382,,6.08
2023-09-13T11:21:45.200,50.90933,6.227382,,5.63
2023-09-13T11:21:46.200,50.90933,6.227381,,5.03
2023-09-13T11:21:47.200,50.90933,6.227379,,4.66
2023-09-13T11:21:48.200,50.90933,6.227378,,4.13
2023-09-13T11:21:49.200,50.90934,6.227381,,3.62
2023-09-13T11:21:50.200,50.90933,6.227382,,3.09
2023-09-13T11:21:51.200,50.90933,6.227382,,2.51
2023-09-13T11:21:52.200,50.90933,6.227382,,2.02
2023-09-13T11:21:53.200,50.90933,6.227383,,1.58
2023-09-13T11:21:54.200,50.90933,6.227383,,1.05
2023-09-13T11:21:55.200,50.90934,6.227382,,0.55
2023-09-13T11:21:56.200,50.90933,6.227382,,0.06
2023-09-13T11:21:57.200,50.90933,6.227381,,-0.43
2023-09-13T11:21:58.200,50.90933,6.22738,,-0.97
2023-09-13T11:21:59.200,50.90933,6.22738,,-1.13
2023-09-13T11:22:00.200,50.90933,6.227381,,-1.16
